Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time.1,Moving Time,Distance.1,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate.1,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort.1,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute.1,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Media
2026914325,"Dec 20, 2018, 5:06:47 PM",Evening Run,Run,,2459,6.49,143.0,20.0,False,,Icebug Aurora BUGrip,activities/2166073340.fit.gz,81.0,,2459.0,2397.0,6491.1,3.9,,69.0,70.0,4.4,35.0,25.9,-0.1,,,94.0,79.0,143.0,133.0,,,494.0,,14.0,20.0,,,,,,,,,,,,,0.0,,,6714.0,,,,,,,,,,,,,,,,587702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/0EBBEB21-8B07-4C24-97BE-2668EB93B1A0.jpg
2945767483,"Dec 20, 2019, 11:41:25 PM", Sanur  ☀️ Denpasar ⛅,Run,"Humid and Partly Cloudy, 29°C, Feels like 35°C, Humidity 84%, Wind 1m/s from N",1681,4.28,151.0,20.0,False,,Saucony Type A8 (2019),activities/3136619590.fit.gz,81.0,,1681.0,1637.0,4282.4,3.2,2.616,2.0,7.0,29.2,38.2,34.9,0.0,,,84.0,78.0,151.0,134.0,,,338.0,,32.0,20.0,,,,,,,,,,,0.0,,0.0,,1.0,4324.6,,,,,,,,,,,,,,,,4226370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/53B25E94-AB8E-4798-B801-AD310C216C8F.jpg|media/8B53B412-BD4E-4FF4-86D4-023DC8502CEF.jpg|media/B6D73887-15D5-4F29-AF3A-8AA01435CFA1.jpg|media/8586EE91-AD7D-42F1-8DC2-6A44A101CA74.jpg|media/B6296317-7E4A-40D9-9182-C9F3C42381D4.jpg
4494650780,"Dec 20, 2020, 8:37:40 AM",Watopia Three Sisters,Virtual Ride,,7293,50.13,151.0,32.0,False,,Tacx Neo Bike,activities/4802587217.fit.gz,,11.5,7293.0,7213.0,50129.2,25.7,6.95,901.0,0.0,-6.4,516.2,19.3,0.0,,,115.0,81.0,,120.0,,171.0,1176.0,,,32.0,,,,,,,,,178.0,7294.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,7750451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/e7da8af0-ea5a-4d79-a006-8bb483948c6e.jpg|media/bff77057-e818-4a8b-90c4-b006d40f5c20.jpg
8272303040,"Dec 20, 2022, 8:54:57 PM",Afternoon Weight Training,Weight Training,,3223,0,128.0,6.0,False,,,activities/8866733297.fit.gz,,,3223.0,3223.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,85.0,,,242.0,,,6.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
10408569744,"Dec 20, 2023, 7:30:58 AM",Morning Weight Training,Weight Training,,3364,0,123.0,6.0,False,,,activities/11140962767.fit.gz,,,3364.0,3364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,88.0,,,259.0,,,6.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
13195369029,"Dec 20, 2024, 5:42:20 PM",Evening Walk ☁,Walk,"Wind 4ms W


Propelled by Windfield ↗",1840,2.40,100.0,3.0,False,,HOKA Carbon X (2020),activities/14072193414.fit.gz,,,1840.0,1793.0,2406.7,6.06,1.342,24.0,26.0,7.2,22.2,18.9,-0.1,,,59.0,54.0,100.0,84.0,,,169.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,1734713984.0,3.0,-1.8,-8.7,-5.0,0.79,990.4,5.5,11.3,311.0,0.0,1734679424.0,1734700416.0,0.625,,5441383.0,0.0,1.0,0.89,30566.0,0.0,,,,,0.0,1.308,0.0,,,,3028.0,,,,,,,,,,,,,,,
16792660659,"Dec 20, 2025, 10:50:03 AM",Lunch Gravel Ride,Ride,,4992,28.77,150.0,32.0,False,,3T Exploro Team EKAR,activities/17883602706.fit.gz,,9.0,4992.0,4927.0,28778.1,14.88,5.841,456.0,384.0,1.4,85.8,19.5,0.2,,,103.0,80.0,150.0,132.0,,158.0,905.0,,7.0,32.0,780975.0,,,,,,,,178.0,4993.0,,,0.0,,1.0,,1766224800.0,3.0,5.7,0.2,4.5,0.92,1006.2,5.1,10.3,237.0,0.0,1766215458.0,1766236365.0,0.0,8798499.0,,0.0,1.0,0.92,32598.0,0.0,,,,,,5.765,3311.8,,,,,0.0,,73.0,73.0,,,,0.0,,,,,,,
16791153979,"Dec 20, 2025, 8:51:32 AM",Morning Weight Training,Weight Training,,3452,0,104.0,5.0,False,,,activities/17882080673.fit.gz,,,3452.0,3452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,104.0,80.0,,,217.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,216.0,,,,,,,,
6911206,"Dec 21, 2011, 6:13:14 PM","12/21/2011 Espoo, Finland, Uusimaa, Finland",Run,,4397,13.14,168.0,147.0,,,Icebug,activities/8116456.tcx.gz,82.0,,4397.0,4397.0,13143.0,4.444,,226.2,225.4,10.0,46.6,56.0,0.0,,,,,168.0,150.0,,,1463.0,,,147.0,,,,,,,,,,,,,0.0,,,14518.7,,,,,,,,,,,,,,,,16729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33323731,"Dec 21, 2012, 10:50:55 AM","21/12/2012 Espoo, Helsinki, Finland, Finland",Run,,6006,15.19,166.0,156.0,,,Icebug,activities/37378703.gpx.gz,82.0,,6006.0,5954.0,15192.0,4.771,,252.2,252.2,3.0,45.9,420.9,0.0,,,,,166.0,142.0,,,1715.0,,0.0,156.0,,,,,,,,,,,,,0.0,,,17020.0,,,,,,,,,,,,,,,,16729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101557471,"Dec 21, 2013, 10:19:53 AM","21/12/2013 Korpinkierros+, Espoo, Finland",Run,,3626,8.36,159.0,85.0,False,,Inov-8 X-Talon 212 (2013),activities/111040315.gpx.gz,81.0,,3626.0,3536.0,8359.0,4.3,,266.0,263.2,53.8,108.9,49.5,0.0,,,,,159.0,140.0,,,999.0,,14.0,85.0,,,,,,,,,,,,,0.0,,,10038.6,,,,,,,,,,,,,,,,222655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231471113,"Dec 21, 2014, 11:51:58 AM","21/12/2014 Nuuksio,  Espoo,  Finland",Run,,6121,12.42,154.0,143.0,False,,Icebug Aurora BUGrip,activities/261681581.fit.gz,81.0,,6121.0,5748.0,12423.6,4.6,,219.0,222.6,38.2,86.8,48.5,0.0,,,127.0,72.0,154.0,142.0,,,1305.0,,,143.0,,,,,,,,,,,,,0.0,,,13110.2,,,,,,,,,,,,,,,,587702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231368888,"Dec 21, 2014, 8:51:05 AM","21/12/2014 Nuuksioon, Espoo, Finland",Ride,,4799,22.11,149.0,36.0,False,,Cannondale Flash Carbon 29'er 3,activities/261566893.fit.gz,81.0,11.5,4799.0,4684.0,22116.2,10.6,,289.0,235.8,20.4,101.0,39.6,0.2,,,125.0,84.0,149.0,128.0,,171.0,894.0,,-2.0,36.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,142500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16811850839,"Dec 21, 2025, 8:25:34 AM",Morning Walk,Walk,,2828,3.73,117.0,5.0,False,,,activities/17903063789.fit.gz,,,2828.0,2778.0,3735.4,2.22,1.345,75.0,68.0,66.4,102.0,40.0,0.2,,,81.0,53.0,117.0,89.0,,,271.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,1766304000.0,3.0,2.8,-0.8,1.8,0.93,1008.8,3.9,8.9,320.0,0.0,1766302047.0,1766322815.0,0.125,,,0.0,1.0,0.98,36297.0,0.0,,,,,,1.321,3215.8,,,,4792.0,0.0,,,,,,,,,,,,,,
16800880279,"Dec 21, 2025, 9:39:56 AM",Lunch Gravel Ride,Ride,,4408,23.47,149.0,25.0,False,,3T Exploro Team EKAR,activities/17891964077.fit.gz,,9.0,4408.0,4408.0,23472.2,14.54,5.325,459.0,462.0,33.6,120.4,37.5,0.0,,,138.0,77.0,149.0,129.0,,146.0,752.0,,4.0,25.0,642749.0,,,,,,,,175.0,4409.0,,,0.0,,1.0,,1766307600.0,3.0,2.6,-1.5,1.8,0.94,1009.5,3.9,8.9,321.0,0.0,1766302029.0,1766322809.0,0.125,8798499.0,,0.0,1.0,0.97,34793.0,0.0,,,,,,5.325,6561.7,,,,,0.0,,62.0,71.0,,,,0.0,,,,,,,
101557462,"Dec 22, 2013, 4:17:07 PM","22/12/2013 Espoo, Finland",Run,,1099,1.99,145.0,12.0,False,,Inov-8 X-Talon 212 (2013),activities/111040318.gpx.gz,81.0,,1099.0,908.0,1997.2,4.2,,58.5,49.9,54.2,86.6,47.8,0.4,,,,,145.0,117.0,,,235.0,,14.0,12.0,,,,,,,,,,,,,0.0,,,2365.1,,,,,,,,,,,,,,,,222655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322871965,"Dec 22, 2017, 7:11:01 AM",Meiko ,Run,,14799,26.21,155.0,163.0,False,,Icebug Aurora BUGrip,activities/1430411248.fit.gz,82.5,,14799.0,12969.0,26216.6,3.3,,434.0,,23.4,74.0,50.0,0.0,,,128.0,73.0,155.0,141.0,,,2893.0,,9.0,163.0,,,,,,,,,,,,,0.0,,,28541.2,,,,,,,,,,,,,,,,587702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/9B854193-52D1-4FF5-B044-523C13BDC087.jpg|media/D4645492-5E33-4FF1-8CC6-4D6432585E64.jpg|media/4BE82368-09A7-4163-ABCE-98BFCB233F85.jpg|media/437151BB-AD07-4B1F-ADDA-855F324BB54D.jpg|media/7BCC3597-BCE6-4322-BEDC-E2CD4CC97A96.jpg|media/B15878AF-BDA5-4BAA-A6C0-C5DA2166DFBB.jpg|media/3052C339-F1A0-4A63-A017-AA9CC0049CDB.jpg|media/64CE7820-3E25-4BB5-9B48-C5D03AD89E58.jpg|media/DFF1D837-C09F-4E03-ACD8-467CAFF230C9.jpg|media/B7CDD53D-E78A-45A8-8D23-4251B26DA4F3.jpg|media/C7F2CA35-603F-4E9A-920F-D86AB24D20F4.jpg
2029772037,"Dec 22, 2018, 2:16:22 PM",Morning Run,Run,,2882,8.01,149.0,48.0,False,,Saucony Type A6 (2018),activities/2169039832.fit.gz,81.0,,2882.0,2778.0,8013.1,3.4,,10.0,15.0,19.4,46.2,45.0,0.0,,,86.0,81.0,149.0,140.0,,,618.0,,24.0,48.0,,,,,,,,,,,,,0.0,,,8112.9,,,,,,,,,,,,,,,,3006002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/3D825786-6526-4295-9D9D-06D5E41B6F75.jpg|media/DF4AF126-6F26-48A3-B36B-1B571C92C0EB.jpg|media/A1976CA8-79D4-4673-A63C-C0B75A05D44B.jpg|media/B096A9AD-46C6-4C8F-B543-B94ABA5D861F.jpg|media/B546BE05-E1B2-45F7-B9F9-7C2FF2C731D1.jpg|media/83061D9E-06DF-4854-8A2D-25815EBD33D5.jpg|media/461A1978-C6AF-45B6-B5D1-55B481AB9A2D.jpg|media/2B42E9C1-2A62-49A6-87F7-1B86C6319B57.jpg|media/FD58A07F-9DD0-4361-B6F8-C88CDAA1E0F1.jpg
2948445048,"Dec 22, 2019, 3:14:12 AM",Lunch Swim Denpasar ☀️,Swim,"Humid, 32°C, Feels like 39°C, Humidity 64%, Wind 2m/s from SSW",301,24,133.0,0.0,False,,,activities/3139696136.fit.gz,81.0,,301.0,301.0,23.7,0.7,0.079,,,6.0,6.0,0.0,0.0,,,37.0,31.0,133.0,117.0,,,9.0,,32.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2948452822,"Dec 22, 2019, 8:46:46 AM",Afternoon Run Denpasar ⛅,Run,"Humid and Partly Cloudy, 31°C, Feels like 36°C, Humidity 68%, Wind 2m/s from SSW",2448,5.87,153.0,31.0,False,,Saucony Type A8 (2019),activities/3139704553.fit.gz,81.0,,2448.0,2124.0,5870.1,3.4,2.764,6.0,7.0,15.8,21.4,11.8,0.0,,,106.0,79.0,153.0,138.0,,,427.0,,31.0,31.0,,,,,,,,,,,0.0,,0.0,,1.0,5914.3,,,,,,,,,,,,,,,,4226370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/D3C5E889-D24F-4E2F-BA72-EDFF00FA5CC6.jpg|media/715B13FE-595D-4547-8C65-9CBFC0817146.jpg|media/D4AA503D-21CE-4614-A3BC-E36FCDE4BBE4.jpg
4504355439,"Dec 22, 2020, 2:41:17 PM",ZA Tri: TT Race - 20k,Virtual Ride,,1822,20.24,168.0,63.0,False,,Tacx Neo Bike,activities/4812847340.fit.gz,,11.5,1822.0,1822.0,20241.1,12.8,11.109,32.0,0.0,12.6,17.6,2.1,0.0,,,101.0,94.0,,156.0,,285.0,531.0,,,63.0,,,,,,,,,285.0,1823.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,7750451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/1d1582a7-1358-4930-9b10-1d5ae52bd940.jpg|media/51fa00de-4a5f-40c9-9d1a-dddaf52a133b.jpg|media/074841e8-8215-4d32-bb56-e63439a33ef4.jpg
4502843435,"Dec 22, 2020, 6:17:03 AM",🎅Morning Santa Activity🎅 🌧,E-Bike Ride,"Possible Light Rain, 4°C, Feels like 0°C, Humidity 97%, Wind 5m/s from SSW",8477,45.93,135.0,21.0,False,,Grand Canyon: ON AL 9.0,activities/4811253740.fit.gz,,11.5,8477.0,8018.0,45931.9,10.2,5.729,476.0,492.0,10.0,67.8,29.3,0.0,,,110.0,71.0,,98.0,,195.0,811.0,,4.0,21.0,,,,,,,,,,,0.0,,0.0,,1.0,,1608616832.0,3.0,4.4,0.1,4.0,0.97,1014.6,6.1,11.0,212.0,0.1,1608622080.0,1608642944.0,0.27,7142825.0,,0.13,5.0,0.98,16093.0,0.0,251.1,0.0,42.8,2.9,,,,,,,,,,,,,,,,,,,,,,
6414455410,"Dec 22, 2021, 10:40:31 AM",Lunch Run ⛅,Run,"Few clouds, -10°C, Feels like -14°C, Humidity 93%, Wind 2m/s from NW - by Klimat.app",4771,10.00,150.0,52.0,False,,Icebug Aurora BUGrip,activities/6819159818.fit.gz,,,4771.0,4257.0,10001.2,4.366,2.349,247.0,240.0,50.2,116.8,49.7,0.1,,,115.0,75.0,,136.0,,,877.0,,14.0,52.0,,,,,,,,,,,0.0,,0.0,,1.0,11176.6,1640167168.0,1.0,-10.7,-15.4,-12.3,0.88,1023.9,2.3,5.6,339.0,0.0,1640158080.0,1640178944.0,0.61,,587702.0,0.0,,0.12,16093.0,0.0,308.3,,,,0.0,2.096,9120.4,,,,,,,,,,,,,,,,,,,media/4352BE8A-BACE-49D8-AE0C-E8DDAB46948A.jpg|media/2C93A488-32A6-4A80-9264-4746BAB3B452.jpg|media/D81BD9BC-964C-4AA0-B8D8-7A2D35F21C09.jpg|media/EC548657-916F-4008-8C2B-944EE0A3A3BE.jpg
8279097652,"Dec 22, 2022, 4:12:13 PM",Lunch Weight Training,Weight Training,,3102,0,153.0,8.0,False,,,activities/8874327197.fit.gz,,,3102.0,3102.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,96.0,,,287.0,,,8.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
10418207849,"Dec 22, 2023, 8:04:24 AM",Morning Weight Training,Weight Training,,3309,0,138.0,6.0,False,,,activities/11150948274.fit.gz,,,3309.0,3309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,89.0,,,264.0,,,6.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
13166166811,"Dec 22, 2024, 8:20:31 AM",Morning Weight Training,Weight Training,,2352,0,123.0,5.0,False,,,activities/14040770098.fit.gz,,,2352.0,2352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,123.0,95.0,,,230.0,,,5.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,222.0,,,,,,,,
16811850691,"Dec 22, 2025, 2:18:57 PM",Afternoon Weight Training,Weight Training,,3960,0,120.0,6.0,False,,,activities/17903063794.fit.gz,,,3960.0,3960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,120.0,82.0,,,260.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,228.0,,,,,,,,
16809092723,"Dec 22, 2025, 9:15:04 AM",Lunch Gravel Ride,Ride,Ended with flat.,2232,12.15,152.0,12.0,False,,3T Exploro Team EKAR,activities/17900285596.fit.gz,,9.0,2232.0,2142.0,12156.3,15.92,5.675,207.0,254.0,32.8,88.6,17.6,-0.4,,,102.0,77.0,152.0,128.0,,152.0,381.0,,3.0,12.0,325429.0,,,,,,,,181.0,2233.0,,,0.0,,1.0,,1766394000.0,3.0,1.1,-0.2,-0.7,0.88,1021.7,2.2,4.8,5.0,0.0,1766388458.0,1766409242.0,0.125,8798499.0,,0.0,1.0,0.96,23030.0,0.0,,,,,,5.446,2281.9,,,,,0.0,,33.0,74.0,,,,0.0,,,,,,,
6911205,"Dec 23, 2011, 2:16:32 PM","12/23/2011 Espoo, Finland, Uusimaa, Finland",Run,,3660,10.66,168.0,168.0,,,Icebug,activities/8116451.tcx.gz,82.0,,3660.0,3635.0,10665.7,4.424,,173.2,171.3,10.0,59.6,57.7,0.0,,,,,168.0,154.0,,,1180.0,,,168.0,,,,,,,,,,,,,0.0,,,11714.0,,,,,,,,,,,,,,,,16729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101557476,"Dec 23, 2013, 11:44:19 AM","23/12/2013 Nuuksio, Espoo, Finland",Run,,6693,15.11,157.0,160.0,False,,Inov-8 X-Talon 212 (2013),activities/111040320.gpx.gz,81.0,,6693.0,6307.0,15111.6,5.6,,490.5,499.5,54.8,111.8,49.5,-0.1,,,,,157.0,141.0,,,1793.0,,12.0,160.0,,,,,,,,,,,,,0.0,,,18016.7,,,,,,,,,,,,,,,,222655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232117550,"Dec 23, 2014, 12:56:28 PM","23/12/2014 Korpinkierros+, Espoo,  Finland",Run,,3836,9.05,150.0,87.0,False,,Icebug Aurora BUGrip,activities/262407441.fit.gz,81.0,,3836.0,3809.0,9052.1,3.9,,181.0,182.8,82.6,137.4,40.0,0.0,,,122.0,76.0,150.0,139.0,,,955.0,,,87.0,,,,,,,,,,,,,0.0,,,9595.4,,,,,,,,,,,,,,,,587702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031491230,"Dec 23, 2018, 11:26:23 AM",Morning Run,Run,4x500m ja 1x1km vedot @04:30 ,3775,10.02,158.0,41.0,False,,Saucony Type A6 (2018),activities/2170879284.tcx.gz,81.0,,3775.0,3410.0,10028.2,4.4,,18.8,,-11.2,1.0,28.6,-0.1,,,,,158.0,137.0,,,723.0,,,41.0,,,,,,,,,,,,,0.0,,,10109.8,,,,,,,,,,,,,,,,3006002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/52F3753D-F008-4F93-B102-5B3D75F8A4A2.jpg|media/E69D2721-30E6-427F-B29C-D9F2788B3819.jpg|media/96402F8D-C71A-4CFD-AD91-F87FCAD81B48.jpg|media/4AD5370F-40C4-42C2-A4A5-AFFC2C948F70.jpg|media/E01AC95E-71C1-4688-BAE2-646F1E9DF98D.jpg
4507645927,"Dec 23, 2020, 10:10:11 AM",Lunch Activity 🌨,E-Bike Ride,"Possible Flurries, 1°C, Feels like -4°C, Humidity 94%, Wind 5m/s from SSE",4863,24.11,136.0,14.0,False,,Grand Canyon: ON AL 9.0,activities/4816307689.fit.gz,,11.5,4863.0,4024.0,24117.3,11.4,5.993,424.0,361.0,16.2,119.4,50.0,0.3,,,108.0,79.0,,112.0,,247.0,627.0,,1.0,14.0,,,,,,,,,,,0.0,,0.0,,1.0,,1608717568.0,6.0,0.9,-3.9,-0.1,0.93,1003.0,5.2,7.6,170.0,0.2,1608708480.0,1608729344.0,0.3,7142825.0,,0.32,6.0,0.97,3599.0,0.0,275.7,0.0,46.3,3.1,,,,,,,,,,,,,,,,,,,,,,media/4830FB9B-E644-4199-B470-9F13A70A0AA2.jpg
10423097691,"Dec 23, 2023, 8:04:00 AM",Morning Weight Training,Weight Training,,3321,0,126.0,6.0,False,,,activities/11155683556.fit.gz,,,3321.0,3321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,90.0,,,267.0,,,6.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
16822704253,"Dec 23, 2025, 5:36:32 PM",Evening Weight Training,Weight Training,,3909,0,173.0,6.0,False,,,activities/17914026841.fit.gz,,,3909.0,3909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,173.0,84.0,,,274.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,116.0,,,,,,,,
33756315,"Dec 24, 2012, 9:18:12 AM","24/12/2012 Espoo, Helsinki, Finland, Finland",Run,,2662,7.67,165.0,104.0,,,Icebug,activities/37843937.gpx.gz,82.0,,2662.0,2662.0,7673.0,5.036,,157.4,157.2,5.1,74.3,388.5,0.0,,,,,165.0,151.0,,,869.0,,5.0,104.0,,,,,,,,,,,,,0.0,,,8622.6,,,,,,,,,,,,,,,,16729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809842903,"Dec 24, 2016, 1:18:23 AM",Morning Run,Run,,2376,5.80,163.0,42.0,False,,Saucony Type A6 (2015),activities/897153070.fit.gz,81.0,,2376.0,2335.0,5802.6,6.0,,217.0,214.6,7.4,101.8,41.6,0.0,,,113.0,74.0,163.0,146.0,,,636.0,,32.0,42.0,,,,,,,,,,,,,0.0,,,6389.8,,,,,,,,,,,,,,,,994793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/E82D3F23-B95F-4476-BE25-DB5C2204B5A9.jpg|media/85CD1AE8-DA0A-4841-87C4-75DE5E778C76.jpg|media/CEE23D83-330F-4543-8A59-978DF71736D7.jpg|media/BDBDF0E0-2660-4492-BF3C-05DC2B9078E1.jpg
4511306852,"Dec 24, 2020, 8:54:47 AM",Belated 5️⃣.1️⃣ walk ☁️,Walk,"Overcast, 2°C, Feels like -1°C, Humidity 93%, Wind 2m/s from SW",4537,5.10,141.0,13.0,False,,Inov-8 X-Talon 212 (2013),activities/4820174311.fit.gz,,,4537.0,4114.0,5100.8,3.2,1.24,151.0,121.0,45.6,108.8,49.5,0.5,,,116.0,54.0,,107.0,,,499.0,,22.0,13.0,,,,,,,,,,,0.0,,0.0,,1.0,,1608796800.0,3.0,1.6,-0.6,0.6,0.93,1003.4,2.0,4.5,234.0,0.0,1608795008.0,1608815872.0,0.33,,222655.0,0.0,,1.0,16093.0,0.0,294.8,,,,,,,,,,,,,,,,,,,,,,,,,media/FB8E0B65-F055-4E78-B33B-A548DAAA7486.jpg|media/88BABAB5-B916-4B84-8382-192065F30485.jpg
6421780749,"Dec 24, 2021, 10:18:02 AM",🎅Lunch Run ⛅ 🎄,Run,"Overcast clouds, -12°C, Feels like -12°C, Humidity 89%, Wind 0m/s from SW - by Klimat.app",3827,6.54,149.0,36.0,False,,Icebug Aurora BUGrip,activities/6827060296.fit.gz,,,3827.0,3766.0,6545.8,3.842,1.738,224.0,212.0,39.0,107.6,49.4,0.2,,,116.0,74.0,,135.0,,,649.0,,18.0,36.0,,,,,,,,,,,0.0,,0.0,,1.0,7734.7,1640339968.0,2.0,-10.8,-15.8,-13.7,0.79,989.7,2.5,8.2,291.0,0.0,1640331008.0,1640351744.0,0.67,,587702.0,0.0,,0.51,16093.0,0.0,331.4,,,,0.0,1.71,6249.2,,,,,,,,,,,,,,,,,,,media/86D7627B-71D9-4CC5-B34F-72163B53A602.jpg|media/6D43FC59-B2A3-468D-BE8A-63C3C7ADAD17.jpg|media/6BD8EF6D-D40E-44C1-8C81-D5B57D45BCDA.jpg
8285789808,"Dec 24, 2022, 11:26:30 AM",🎄🧑‍🎄 Afternoon Trail Run,Run,,3532,6.12,152.0,46.0,False,,Icebug Aurora BUGrip,activities/8881810359.fit.gz,,,3532.0,3492.0,6119.5,3.374,1.752,148.0,151.0,28.0,97.0,47.4,0.0,,,109.0,71.0,,138.0,,234.0,638.0,,,46.0,742523.0,,,,,,,,243.0,3533.0,0.0,,0.0,,1.0,6889.4,1671879552.0,2.0,-2.0,-6.1,-4.8,0.81,1006.6,3.3,9.3,259.0,0.0,1671866880.0,1671887744.0,0.05,,587702.0,0.0,,0.41,16093.0,0.0,374.3,,,,0.0,1.733,5529.2,,,,,,,,,,,,,,,,,,,media/190CABCC-3FD6-46EF-9DD0-B89B09AE5656.jpg|media/3117AFEF-9468-442B-807F-958644292BCF.jpg|media/0AC46738-DA0D-4BF1-A574-CB677310282C.jpg
